file,marker,count
idaes/models/properties/modular_properties/transport_properties/tests/test_thermal_conductivity_wms.py,unit,4
idaes/models/properties/modular_properties/transport_properties/tests/test_viscosity_wilke.py,unit,8
idaes/models/properties/tests/test_harness.py,component,7
idaes/models/properties/tests/test_harness.py,unit,18
idaes/models/properties/tests/test_iapws95_with_harness.py,skipif,4
idaes/models/properties/tests/test_swco2_with_harness.py,skipif,4
idaes/models/unit_models/solid_liquid/tests/test_sl_separator.py,build,1
idaes/models/unit_models/solid_liquid/tests/test_sl_separator.py,component,10
idaes/models/unit_models/solid_liquid/tests/test_sl_separator.py,skipif,5
idaes/models/unit_models/solid_liquid/tests/test_sl_separator.py,solver,5
idaes/models/unit_models/solid_liquid/tests/test_sl_separator.py,ui,2
idaes/models/unit_models/solid_liquid/tests/test_sl_separator.py,unit,4
idaes/models/unit_models/solid_liquid/tests/test_thickener.py,build,1
idaes/models/unit_models/solid_liquid/tests/test_thickener.py,component,7
idaes/models/unit_models/solid_liquid/tests/test_thickener.py,skipif,4
idaes/models/unit_models/solid_liquid/tests/test_thickener.py,solver,4
idaes/models/unit_models/solid_liquid/tests/test_thickener.py,ui,2
idaes/models/unit_models/solid_liquid/tests/test_thickener.py,unit,4
idaes/models/unit_models/tests/test_cstr.py,build,1
idaes/models/unit_models/tests/test_cstr.py,component,9
idaes/models/unit_models/tests/test_cstr.py,skipif,5
idaes/models/unit_models/tests/test_cstr.py,solver,5
idaes/models/unit_models/tests/test_cstr.py,ui,1
idaes/models/unit_models/tests/test_cstr.py,unit,4
idaes/models/unit_models/tests/test_equilibrium_reactor.py,build,1
idaes/models/unit_models/tests/test_equilibrium_reactor.py,component,13
idaes/models/unit_models/tests/test_equilibrium_reactor.py,integration,2
idaes/models/unit_models/tests/test_equilibrium_reactor.py,skipif,5
idaes/models/unit_models/tests/test_equilibrium_reactor.py,solver,5
idaes/models/unit_models/tests/test_equilibrium_reactor.py,ui,1
idaes/models/unit_models/tests/test_equilibrium_reactor.py,unit,3
idaes/models/unit_models/tests/test_feed.py,build,2
idaes/models/unit_models/tests/test_feed.py,component,8
idaes/models/unit_models/tests/test_feed.py,iapws,1
idaes/models/unit_models/tests/test_feed.py,skipif,5
idaes/models/unit_models/tests/test_feed.py,solver,4
idaes/models/unit_models/tests/test_feed.py,ui,4
idaes/models/unit_models/tests/test_feed.py,unit,7
idaes/models/unit_models/tests/test_feed_flash.py,build,2
idaes/models/unit_models/tests/test_feed_flash.py,component,19
idaes/models/unit_models/tests/test_feed_flash.py,iapws,1
idaes/models/unit_models/tests/test_feed_flash.py,integration,2
idaes/models/unit_models/tests/test_feed_flash.py,skipif,15
idaes/models/unit_models/tests/test_feed_flash.py,solver,14
idaes/models/unit_models/tests/test_feed_flash.py,ui,6
idaes/models/unit_models/tests/test_feed_flash.py,unit,11
idaes/models/unit_models/tests/test_flash.py,build,3
idaes/models/unit_models/tests/test_flash.py,component,21
idaes/models/unit_models/tests/test_flash.py,iapws,1
idaes/models/unit_models/tests/test_flash.py,integration,2
idaes/models/unit_models/tests/test_flash.py,skipif,17
idaes/models/unit_models/tests/test_flash.py,solver,16
idaes/models/unit_models/tests/test_flash.py,ui,6
idaes/models/unit_models/tests/test_flash.py,unit,12
idaes/models/unit_models/tests/test_gibbs.py,build,1
idaes/models/unit_models/tests/test_gibbs.py,component,14
idaes/models/unit_models/tests/test_gibbs.py,integration,1
idaes/models/unit_models/tests/test_gibbs.py,skipif,11
idaes/models/unit_models/tests/test_gibbs.py,solver,11
idaes/models/unit_models/tests/test_gibbs.py,ui,1
idaes/models/unit_models/tests/test_gibbs.py,unit,8
idaes/models/unit_models/tests/test_gibbs.py,xfail,1
idaes/models/unit_models/tests/test_gibbs_scaling.py,integration,1
idaes/models/unit_models/tests/test_gibbs_scaling.py,unit,2
idaes/models/unit_models/tests/test_heat_exchanger.py,build,5
idaes/models/unit_models/tests/test_heat_exchanger.py,component,43
idaes/models/unit_models/tests/test_heat_exchanger.py,iapws,1
idaes/models/unit_models/tests/test_heat_exchanger.py,integration,2
idaes/models/unit_models/tests/test_heat_exchanger.py,skipif,44
idaes/models/unit_models/tests/test_heat_exchanger.py,solver,28
idaes/models/unit_models/tests/test_heat_exchanger.py,ui,10
idaes/models/unit_models/tests/test_heat_exchanger.py,unit,26
idaes/models/unit_models/tests/test_heat_exchanger.py,xfail,1
idaes/models/unit_models/tests/test_heat_exchanger_1D.py,component,43
idaes/models/unit_models/tests/test_heat_exchanger_1D.py,iapws,2
idaes/models/unit_models/tests/test_heat_exchanger_1D.py,integration,29
idaes/models/unit_models/tests/test_heat_exchanger_1D.py,performance,1
idaes/models/unit_models/tests/test_heat_exchanger_1D.py,skipif,51
idaes/models/unit_models/tests/test_heat_exchanger_1D.py,solver,9
idaes/models/unit_models/tests/test_heat_exchanger_1D.py,ui,14
idaes/models/unit_models/tests/test_heat_exchanger_1D.py,unit,41
idaes/models/unit_models/tests/test_heat_exchanger_1D.py,xfail,1
idaes/models/unit_models/tests/test_heat_exchanger_lc.py,component,5
idaes/models/unit_models/tests/test_heat_exchanger_lc.py,skipif,4
idaes/models/unit_models/tests/test_heat_exchanger_lc.py,solver,3
idaes/models/unit_models/tests/test_heat_exchanger_lc.py,ui,1
idaes/models/unit_models/tests/test_heat_exchanger_lc.py,unit,11
idaes/models/unit_models/tests/test_heater.py,build,4
idaes/models/unit_models/tests/test_heater.py,component,26
idaes/models/unit_models/tests/test_heater.py,iapws,1
idaes/models/unit_models/tests/test_heater.py,integration,7
idaes/models/unit_models/tests/test_heater.py,skipif,23
idaes/models/unit_models/tests/test_heater.py,solver,21
idaes/models/unit_models/tests/test_heater.py,ui,4
idaes/models/unit_models/tests/test_heater.py,unit,9
idaes/models/unit_models/tests/test_hx_ntu.py,build,1
idaes/models/unit_models/tests/test_hx_ntu.py,component,8
idaes/models/unit_models/tests/test_hx_ntu.py,skipif,5
idaes/models/unit_models/tests/test_hx_ntu.py,solver,5
idaes/models/unit_models/tests/test_hx_ntu.py,ui,2
idaes/models/unit_models/tests/test_hx_ntu.py,unit,12
idaes/models/unit_models/tests/test_mixer.py,build,12
idaes/models/unit_models/tests/test_mixer.py,component,40
idaes/models/unit_models/tests/test_mixer.py,iapws,1
idaes/models/unit_models/tests/test_mixer.py,skipif,22
idaes/models/unit_models/tests/test_mixer.py,solver,24
idaes/models/unit_models/tests/test_mixer.py,ui,5
idaes/models/unit_models/tests/test_mixer.py,unit,47
idaes/models/unit_models/tests/test_mscontactor.py,component,7
idaes/models/unit_models/tests/test_mscontactor.py,integration,2
idaes/models/unit_models/tests/test_mscontactor.py,ui,4
idaes/models/unit_models/tests/test_mscontactor.py,unit,76
idaes/models/unit_models/tests/test_pfr.py,build,1
idaes/models/unit_models/tests/test_pfr.py,component,10
idaes/models/unit_models/tests/test_pfr.py,skipif,6
idaes/models/unit_models/tests/test_pfr.py,solver,5
idaes/models/unit_models/tests/test_pfr.py,ui,1
idaes/models/unit_models/tests/test_pfr.py,unit,2
idaes/models/unit_models/tests/test_pipe.py,build,1
idaes/models/unit_models/tests/test_pipe.py,component,10
idaes/models/unit_models/tests/test_pipe.py,skipif,6
idaes/models/unit_models/tests/test_pipe.py,solver,5
idaes/models/unit_models/tests/test_pipe.py,ui,1
idaes/models/unit_models/tests/test_pipe.py,unit,2
idaes/models/unit_models/tests/test_pressure_changer.py,build,3
idaes/models/unit_models/tests/test_pressure_changer.py,component,26
idaes/models/unit_models/tests/test_pressure_changer.py,iapws,1
idaes/models/unit_models/tests/test_pressure_changer.py,integration,5
idaes/models/unit_models/tests/test_pressure_changer.py,skipif,19
idaes/models/unit_models/tests/test_pressure_changer.py,solver,16
idaes/models/unit_models/tests/test_pressure_changer.py,ui,3
idaes/models/unit_models/tests/test_pressure_changer.py,unit,22
idaes/models/unit_models/tests/test_product.py,build,3
idaes/models/unit_models/tests/test_product.py,component,11
idaes/models/unit_models/tests/test_product.py,iapws,1
idaes/models/unit_models/tests/test_product.py,skipif,7
idaes/models/unit_models/tests/test_product.py,solver,6
idaes/models/unit_models/tests/test_product.py,ui,6
idaes/models/unit_models/tests/test_product.py,unit,10
idaes/models/unit_models/tests/test_rstoic.py,build,1
idaes/models/unit_models/tests/test_rstoic.py,component,9
idaes/models/unit_models/tests/test_rstoic.py,integration,1
idaes/models/unit_models/tests/test_rstoic.py,skipif,5
idaes/models/unit_models/tests/test_rstoic.py,solver,5
idaes/models/unit_models/tests/test_rstoic.py,ui,1
idaes/models/unit_models/tests/test_rstoic.py,unit,4
idaes/models/unit_models/tests/test_separator.py,build,7
idaes/models/unit_models/tests/test_separator.py,component,31
idaes/models/unit_models/tests/test_separator.py,iapws,1
idaes/models/unit_models/tests/test_separator.py,integration,6
idaes/models/unit_models/tests/test_separator.py,parametrize,4
idaes/models/unit_models/tests/test_separator.py,skipif,22
idaes/models/unit_models/tests/test_separator.py,solver,25
idaes/models/unit_models/tests/test_separator.py,ui,8
idaes/models/unit_models/tests/test_separator.py,unit,131
idaes/models/unit_models/tests/test_shell_and_tube_1D.py,component,23
idaes/models/unit_models/tests/test_shell_and_tube_1D.py,iapws,2
idaes/models/unit_models/tests/test_shell_and_tube_1D.py,integration,16
idaes/models/unit_models/tests/test_shell_and_tube_1D.py,skipif,28
idaes/models/unit_models/tests/test_shell_and_tube_1D.py,solver,5
idaes/models/unit_models/tests/test_shell_and_tube_1D.py,ui,10
idaes/models/unit_models/tests/test_shell_and_tube_1D.py,unit,27
idaes/models/unit_models/tests/test_skeleton_unit_model.py,component,9
idaes/models/unit_models/tests/test_skeleton_unit_model.py,skipif,8
idaes/models/unit_models/tests/test_skeleton_unit_model.py,unit,4
idaes/models/unit_models/tests/test_statejunction.py,build,3
idaes/models/unit_models/tests/test_statejunction.py,component,11
idaes/models/unit_models/tests/test_statejunction.py,iapws,1
idaes/models/unit_models/tests/test_statejunction.py,skipif,7
idaes/models/unit_models/tests/test_statejunction.py,solver,6
idaes/models/unit_models/tests/test_statejunction.py,ui,3
idaes/models/unit_models/tests/test_statejunction.py,unit,7
idaes/models/unit_models/tests/test_stream_scaler.py,build,3
idaes/models/unit_models/tests/test_stream_scaler.py,component,9
idaes/models/unit_models/tests/test_stream_scaler.py,iapws,1
idaes/models/unit_models/tests/test_stream_scaler.py,skipif,7
idaes/models/unit_models/tests/test_stream_scaler.py,solver,6
idaes/models/unit_models/tests/test_stream_scaler.py,ui,6
idaes/models/unit_models/tests/test_stream_scaler.py,unit,10
idaes/models/unit_models/tests/test_translator.py,build,1
idaes/models/unit_models/tests/test_translator.py,component,2
idaes/models/unit_models/tests/test_translator.py,skipif,1
idaes/models/unit_models/tests/test_translator.py,solver,1
idaes/models/unit_models/tests/test_translator.py,ui,1
idaes/models/unit_models/tests/test_translator.py,unit,4
idaes/models/unit_models/tests/test_valve.py,build,2
idaes/models/unit_models/tests/test_valve.py,component,13
idaes/models/unit_models/tests/test_valve.py,skipif,13
idaes/models/unit_models/tests/test_valve.py,solver,11
idaes/models/unit_models/tests/test_valve.py,unit,2
idaes/models_extra/co2_capture_and_utilization/unit_models/tests/test_membrane_1d.py,build,1
idaes/models_extra/co2_capture_and_utilization/unit_models/tests/test_membrane_1d.py,component,7
idaes/models_extra/co2_capture_and_utilization/unit_models/tests/test_membrane_1d.py,skipif,6
idaes/models_extra/co2_capture_and_utilization/unit_models/tests/test_membrane_1d.py,solver,6
idaes/models_extra/co2_capture_and_utilization/unit_models/tests/test_membrane_1d.py,unit,3
idaes/models_extra/column_models/properties/tests/test_mea_solvent.py,component,4
idaes/models_extra/column_models/properties/tests/test_mea_solvent.py,skipif,3
idaes/models_extra/column_models/properties/tests/test_mea_solvent.py,unit,1
idaes/models_extra/column_models/properties/tests/test_mea_vapor.py,component,8
idaes/models_extra/column_models/properties/tests/test_mea_vapor.py,skipif,6
idaes/models_extra/column_models/properties/tests/test_mea_vapor.py,unit,2
idaes/models_extra/column_models/tests/test_MEAsolvent_column.py,component,5
idaes/models_extra/column_models/tests/test_MEAsolvent_column.py,performance,1
idaes/models_extra/column_models/tests/test_MEAsolvent_column.py,skipif,3
idaes/models_extra/column_models/tests/test_MEAsolvent_column.py,unit,1
idaes/models_extra/column_models/tests/test_conventional_tray.py,component,5
idaes/models_extra/column_models/tests/test_conventional_tray.py,skipif,3
idaes/models_extra/column_models/tests/test_conventional_tray.py,unit,3
idaes/models_extra/column_models/tests/test_feed_tray.py,component,5
idaes/models_extra/column_models/tests/test_feed_tray.py,skipif,3
idaes/models_extra/column_models/tests/test_feed_tray.py,unit,3
idaes/models_extra/column_models/tests/test_partial_condenser.py,component,6
idaes/models_extra/column_models/tests/test_partial_condenser.py,skipif,4
idaes/models_extra/column_models/tests/test_partial_condenser.py,ui,1
idaes/models_extra/column_models/tests/test_partial_condenser.py,unit,4
idaes/models_extra/column_models/tests/test_plate_heat_exchanger.py,build,1
idaes/models_extra/column_models/tests/test_plate_heat_exchanger.py,component,5
idaes/models_extra/column_models/tests/test_plate_heat_exchanger.py,skipif,4
idaes/models_extra/column_models/tests/test_plate_heat_exchanger.py,solver,4
idaes/models_extra/column_models/tests/test_plate_heat_exchanger.py,ui,1
idaes/models_extra/column_models/tests/test_plate_heat_exchanger.py,unit,4
idaes/models_extra/column_models/tests/test_reboiler.py,component,6
idaes/models_extra/column_models/tests/test_reboiler.py,skipif,4
idaes/models_extra/column_models/tests/test_reboiler.py,ui,1
idaes/models_extra/column_models/tests/test_reboiler.py,unit,4
idaes/models_extra/column_models/tests/test_solvent_column.py,component,10
idaes/models_extra/column_models/tests/test_solvent_column.py,skipif,8
idaes/models_extra/column_models/tests/test_solvent_column.py,solver,6
idaes/models_extra/column_models/tests/test_solvent_column.py,unit,4
idaes/models_extra/column_models/tests/test_solvent_condenser.py,build,2
idaes/models_extra/column_models/tests/test_solvent_condenser.py,component,12
idaes/models_extra/column_models/tests/test_solvent_condenser.py,skipif,8
idaes/models_extra/column_models/tests/test_solvent_condenser.py,solver,8
idaes/models_extra/column_models/tests/test_solvent_condenser.py,unit,4
idaes/models_extra/column_models/tests/test_solvent_reboiler.py,build,1
idaes/models_extra/column_models/tests/test_solvent_reboiler.py,component,5
idaes/models_extra/column_models/tests/test_solvent_reboiler.py,parametrize,2
idaes/models_extra/column_models/tests/test_solvent_reboiler.py,skipif,4
idaes/models_extra/column_models/tests/test_solvent_reboiler.py,solver,4
idaes/models_extra/column_models/tests/test_solvent_reboiler.py,unit,2
idaes/models_extra/column_models/tests/test_total_condenser.py,component,6
idaes/models_extra/column_models/tests/test_total_condenser.py,skipif,4
idaes/models_extra/column_models/tests/test_total_condenser.py,ui,1
idaes/models_extra/column_models/tests/test_total_condenser.py,unit,4
idaes/models_extra/column_models/tests/test_tray_column.py,component,12
idaes/models_extra/column_models/tests/test_tray_column.py,performance,1
idaes/models_extra/column_models/tests/test_tray_column.py,skipif,9
idaes/models_extra/column_models/tests/test_tray_column.py,unit,7
idaes/models_extra/column_models/tests/test_tray_side_liq_draw.py,component,5
idaes/models_extra/column_models/tests/test_tray_side_liq_draw.py,skipif,3
idaes/models_extra/column_models/tests/test_tray_side_liq_draw.py,unit,3
idaes/models_extra/column_models/tests/test_tray_side_vap_draw.py,component,5
idaes/models_extra/column_models/tests/test_tray_side_vap_draw.py,skipif,3
idaes/models_extra/column_models/tests/test_tray_side_vap_draw.py,unit,3
idaes/models_extra/gas_distribution/properties/tests/test_natural_gas.py,unit,1
idaes/models_extra/gas_distribution/unit_models/tests/test_compressor.py,component,1
idaes/models_extra/gas_distribution/unit_models/tests/test_compressor.py,unit,1
idaes/models_extra/gas_distribution/unit_models/tests/test_flowsheet.py,unit,1
idaes/models_extra/gas_distribution/unit_models/tests/test_node.py,unit,1
idaes/models_extra/gas_distribution/unit_models/tests/test_pipeline.py,component,2
idaes/models_extra/gas_distribution/unit_models/tests/test_pipeline.py,unit,1
idaes/models_extra/gas_distribution/unit_models/tests/test_pipeline_compressor.py,component,1
idaes/models_extra/gas_distribution/unit_models/tests/test_pipeline_compressor.py,unit,1
idaes/models_extra/gas_solid_contactors/properties/methane_iron_OC_reduction/tests/test_CLC_gas_prop.py,component,7
idaes/models_extra/gas_solid_contactors/properties/methane_iron_OC_reduction/tests/test_CLC_gas_prop.py,skipif,5
idaes/models_extra/gas_solid_contactors/properties/methane_iron_OC_reduction/tests/test_CLC_gas_prop.py,solver,5
idaes/models_extra/gas_solid_contactors/properties/methane_iron_OC_reduction/tests/test_CLC_gas_prop.py,unit,2
idaes/models_extra/gas_solid_contactors/properties/methane_iron_OC_reduction/tests/test_CLC_rxn_prop.py,component,4
idaes/models_extra/gas_solid_contactors/properties/methane_iron_OC_reduction/tests/test_CLC_rxn_prop.py,skipif,3
idaes/models_extra/gas_solid_contactors/properties/methane_iron_OC_reduction/tests/test_CLC_rxn_prop.py,solver,3
idaes/models_extra/gas_solid_contactors/properties/methane_iron_OC_reduction/tests/test_CLC_rxn_prop.py,unit,2
idaes/models_extra/gas_solid_contactors/properties/methane_iron_OC_reduction/tests/test_CLC_solid_prop.py,component,7
idaes/models_extra/gas_solid_contactors/properties/methane_iron_OC_reduction/tests/test_CLC_solid_prop.py,skipif,5
idaes/models_extra/gas_solid_contactors/properties/methane_iron_OC_reduction/tests/test_CLC_solid_prop.py,solver,5
idaes/models_extra/gas_solid_contactors/properties/methane_iron_OC_reduction/tests/test_CLC_solid_prop.py,unit,2
idaes/models_extra/gas_solid_contactors/properties/oxygen_iron_OC_oxidation/tests/test_CLC_gas_prop.py,component,7
idaes/models_extra/gas_solid_contactors/properties/oxygen_iron_OC_oxidation/tests/test_CLC_gas_prop.py,skipif,5
idaes/models_extra/gas_solid_contactors/properties/oxygen_iron_OC_oxidation/tests/test_CLC_gas_prop.py,solver,5
idaes/models_extra/gas_solid_contactors/properties/oxygen_iron_OC_oxidation/tests/test_CLC_gas_prop.py,unit,7
idaes/models_extra/gas_solid_contactors/properties/oxygen_iron_OC_oxidation/tests/test_CLC_rxn_prop.py,component,4
idaes/models_extra/gas_solid_contactors/properties/oxygen_iron_OC_oxidation/tests/test_CLC_rxn_prop.py,skipif,3
idaes/models_extra/gas_solid_contactors/properties/oxygen_iron_OC_oxidation/tests/test_CLC_rxn_prop.py,solver,3
idaes/models_extra/gas_solid_contactors/properties/oxygen_iron_OC_oxidation/tests/test_CLC_rxn_prop.py,unit,4
idaes/models_extra/gas_solid_contactors/properties/oxygen_iron_OC_oxidation/tests/test_CLC_solid_prop.py,component,7
idaes/models_extra/gas_solid_contactors/properties/oxygen_iron_OC_oxidation/tests/test_CLC_solid_prop.py,skipif,5
idaes/models_extra/gas_solid_contactors/properties/oxygen_iron_OC_oxidation/tests/test_CLC_solid_prop.py,solver,5
idaes/models_extra/gas_solid_contactors/properties/oxygen_iron_OC_oxidation/tests/test_CLC_solid_prop.py,unit,6
idaes/models_extra/gas_solid_contactors/unit_models/tests/test_BFB_methane_oc.py,build,3
idaes/models_extra/gas_solid_contactors/unit_models/tests/test_BFB_methane_oc.py,component,24
idaes/models_extra/gas_solid_contactors/unit_models/tests/test_BFB_methane_oc.py,skipif,16
idaes/models_extra/gas_solid_contactors/unit_models/tests/test_BFB_methane_oc.py,solver,16
idaes/models_extra/gas_solid_contactors/unit_models/tests/test_BFB_methane_oc.py,ui,3
idaes/models_extra/gas_solid_contactors/unit_models/tests/test_BFB_methane_oc.py,unit,10
idaes/models_extra/gas_solid_contactors/unit_models/tests/test_BFB_oxygen_oc.py,build,3
idaes/models_extra/gas_solid_contactors/unit_models/tests/test_BFB_oxygen_oc.py,component,24
idaes/models_extra/gas_solid_contactors/unit_models/tests/test_BFB_oxygen_oc.py,skipif,16
idaes/models_extra/gas_solid_contactors/unit_models/tests/test_BFB_oxygen_oc.py,solver,16
idaes/models_extra/gas_solid_contactors/unit_models/tests/test_BFB_oxygen_oc.py,ui,3
idaes/models_extra/gas_solid_contactors/unit_models/tests/test_BFB_oxygen_oc.py,unit,10
idaes/models_extra/gas_solid_contactors/unit_models/tests/test_FB0D.py,build,2
idaes/models_extra/gas_solid_contactors/unit_models/tests/test_FB0D.py,component,22
idaes/models_extra/gas_solid_contactors/unit_models/tests/test_FB0D.py,skipif,16
idaes/models_extra/gas_solid_contactors/unit_models/tests/test_FB0D.py,solver,16
idaes/models_extra/gas_solid_contactors/unit_models/tests/test_FB0D.py,ui,2
idaes/models_extra/gas_solid_contactors/unit_models/tests/test_FB0D.py,unit,7
idaes/models_extra/gas_solid_contactors/unit_models/tests/test_FB1D.py,build,2
idaes/models_extra/gas_solid_contactors/unit_models/tests/test_FB1D.py,component,23
idaes/models_extra/gas_solid_contactors/unit_models/tests/test_FB1D.py,integration,1
idaes/models_extra/gas_solid_contactors/unit_models/tests/test_FB1D.py,performance,1
idaes/models_extra/gas_solid_contactors/unit_models/tests/test_FB1D.py,skipif,17
idaes/models_extra/gas_solid_contactors/unit_models/tests/test_FB1D.py,solver,17
idaes/models_extra/gas_solid_contactors/unit_models/tests/test_FB1D.py,ui,6
idaes/models_extra/gas_solid_contactors/unit_models/tests/test_FB1D.py,unit,13
idaes/models_extra/gas_solid_contactors/unit_models/tests/test_FB1D.py,xfail,3
idaes/models_extra/gas_solid_contactors/unit_models/tests/test_MB.py,build,3
idaes/models_extra/gas_solid_contactors/unit_models/tests/test_MB.py,component,25
idaes/models_extra/gas_solid_contactors/unit_models/tests/test_MB.py,skipif,18
idaes/models_extra/gas_solid_contactors/unit_models/tests/test_MB.py,solver,18
idaes/models_extra/gas_solid_contactors/unit_models/tests/test_MB.py,ui,3
idaes/models_extra/gas_solid_contactors/unit_models/tests/test_MB.py,unit,13
idaes/models_extra/power_generation/costing/tests/test_CCS_capcost.py,component,2
idaes/models_extra/power_generation/costing/tests/test_CCS_capcost.py,skipif,1
idaes/models_extra/power_generation/costing/tests/test_NGCC_capcost.py,component,4
idaes/models_extra/power_generation/costing/tests/test_NGCC_capcost.py,skipif,4
idaes/models_extra/power_generation/costing/tests/test_NGCC_capcost.py,unit,1
idaes/models_extra/power_generation/costing/tests/test_power_plant_capcost.py,component,25
idaes/models_extra/power_generation/costing/tests/test_power_plant_costing.py,component,9
idaes/models_extra/power_generation/costing/tests/test_power_plant_costing.py,parametrize,1
idaes/models_extra/power_generation/costing/tests/test_power_plant_costing.py,unit,20
idaes/models_extra/power_generation/flowsheets/subcritical_power_plant/tests/test_subcritical_flowsheets.py,component,5
idaes/models_extra/power_generation/flowsheets/subcritical_power_plant/tests/test_subcritical_flowsheets.py,integration,6
idaes/models_extra/power_generation/flowsheets/subcritical_power_plant/tests/test_subcritical_flowsheets.py,skipif,11
idaes/models_extra/power_generation/flowsheets/subcritical_power_plant/tests/test_subcritical_flowsheets.py,usefixtures,1
idaes/models_extra/power_generation/properties/tests/test_NG_PR.py,component,1
idaes/models_extra/power_generation/properties/tests/test_NG_PR.py,integration,2
idaes/models_extra/power_generation/properties/tests/test_NG_PR.py,skipif,4
idaes/models_extra/power_generation/properties/tests/test_NG_PR.py,unit,4
idaes/models_extra/power_generation/properties/tests/test_fg_prop.py,integration,1
idaes/models_extra/power_generation/properties/tests/test_flue_gas_integration.py,integration,2
idaes/models_extra/power_generation/properties/tests/test_flue_gas_integration.py,skipif,3
idaes/models_extra/power_generation/properties/tests/test_flue_gas_integration.py,solver,2
idaes/models_extra/power_generation/properties/tests/test_flue_gas_integration.py,unit,1
idaes/models_extra/power_generation/unit_models/helm/tests/test_compare_to_generic.py,component,4
idaes/models_extra/power_generation/unit_models/helm/tests/test_compare_to_generic.py,skipif,4
idaes/models_extra/power_generation/unit_models/helm/tests/test_condenser_ntu.py,skipif,5
idaes/models_extra/power_generation/unit_models/helm/tests/test_condenser_ntu.py,unit,3
idaes/models_extra/power_generation/unit_models/helm/tests/test_mixer.py,component,2
idaes/models_extra/power_generation/unit_models/helm/tests/test_mixer.py,skipif,3
idaes/models_extra/power_generation/unit_models/helm/tests/test_mixer.py,unit,1
idaes/models_extra/power_generation/unit_models/helm/tests/test_phase_separator.py,component,2
idaes/models_extra/power_generation/unit_models/helm/tests/test_phase_separator.py,skipif,6
idaes/models_extra/power_generation/unit_models/helm/tests/test_phase_separator.py,unit,2
idaes/models_extra/power_generation/unit_models/helm/tests/test_splitter.py,component,1
idaes/models_extra/power_generation/unit_models/helm/tests/test_splitter.py,skipif,2
idaes/models_extra/power_generation/unit_models/helm/tests/test_splitter.py,unit,1
idaes/models_extra/power_generation/unit_models/helm/tests/test_turbine_inlet.py,component,4
idaes/models_extra/power_generation/unit_models/helm/tests/test_turbine_inlet.py,skipif,6
idaes/models_extra/power_generation/unit_models/helm/tests/test_turbine_inlet.py,unit,2
idaes/models_extra/power_generation/unit_models/helm/tests/test_turbine_multistage.py,component,2
idaes/models_extra/power_generation/unit_models/helm/tests/test_turbine_multistage.py,skipif,2
idaes/models_extra/power_generation/unit_models/helm/tests/test_turbine_multistage.py,unit,1
idaes/models_extra/power_generation/unit_models/helm/tests/test_turbine_outlet.py,component,3
idaes/models_extra/power_generation/unit_models/helm/tests/test_turbine_outlet.py,skipif,5
idaes/models_extra/power_generation/unit_models/helm/tests/test_turbine_outlet.py,unit,2
idaes/models_extra/power_generation/unit_models/helm/tests/test_turbine_stage.py,component,1
idaes/models_extra/power_generation/unit_models/helm/tests/test_turbine_stage.py,skipif,3
idaes/models_extra/power_generation/unit_models/helm/tests/test_turbine_stage.py,unit,2
idaes/models_extra/power_generation/unit_models/soc_submodels/tests/test_channel.py,build,2
idaes/models_extra/power_generation/unit_models/soc_submodels/tests/test_channel.py,component,2
idaes/models_extra/power_generation/unit_models/soc_submodels/tests/test_channel.py,unit,2
idaes/models_extra/power_generation/unit_models/soc_submodels/tests/test_common.py,component,1
idaes/models_extra/power_generation/unit_models/soc_submodels/tests/test_conductive_slab.py,build,2
idaes/models_extra/power_generation/unit_models/soc_submodels/tests/test_conductive_slab.py,component,3
idaes/models_extra/power_generation/unit_models/soc_submodels/tests/test_conductive_slab.py,unit,2
idaes/models_extra/power_generation/unit_models/soc_submodels/tests/test_contact_resistor.py,build,2
idaes/models_extra/power_generation/unit_models/soc_submodels/tests/test_contact_resistor.py,component,3
idaes/models_extra/power_generation/unit_models/soc_submodels/tests/test_contact_resistor.py,skipif,1
idaes/models_extra/power_generation/unit_models/soc_submodels/tests/test_contact_resistor.py,solver,1
idaes/models_extra/power_generation/unit_models/soc_submodels/tests/test_contact_resistor.py,unit,2
idaes/models_extra/power_generation/unit_models/soc_submodels/tests/test_herring_replication.py,component,2
idaes/models_extra/power_generation/unit_models/soc_submodels/tests/test_herring_replication.py,integration,1
idaes/models_extra/power_generation/unit_models/soc_submodels/tests/test_herring_replication.py,skipif,3
idaes/models_extra/power_generation/unit_models/soc_submodels/tests/test_herring_replication_heat_loss.py,component,5
idaes/models_extra/power_generation/unit_models/soc_submodels/tests/test_herring_replication_heat_loss.py,integration,2
idaes/models_extra/power_generation/unit_models/soc_submodels/tests/test_herring_replication_heat_loss.py,skipif,7
idaes/models_extra/power_generation/unit_models/soc_submodels/tests/test_herring_replication_interconnect.py,component,3
idaes/models_extra/power_generation/unit_models/soc_submodels/tests/test_herring_replication_interconnect.py,integration,2
idaes/models_extra/power_generation/unit_models/soc_submodels/tests/test_herring_replication_interconnect.py,skipif,5
idaes/models_extra/power_generation/unit_models/soc_submodels/tests/test_herring_replication_thin.py,component,2
idaes/models_extra/power_generation/unit_models/soc_submodels/tests/test_herring_replication_thin.py,integration,1
idaes/models_extra/power_generation/unit_models/soc_submodels/tests/test_herring_replication_thin.py,skipif,3
idaes/models_extra/power_generation/unit_models/soc_submodels/tests/test_porous_conductive_slab.py,build,2
idaes/models_extra/power_generation/unit_models/soc_submodels/tests/test_porous_conductive_slab.py,component,2
